N	F0	PER	d0	v0	collision
8	-8	0.340000	7.563000	33	0
4	-4	0.430000	5.874000	37	0
7	-7	0.420000	6.896000	78	0
8	-8	0.350000	8.519000	26	0
4	-3	0.420000	8.185000	12	0
5	-7	0.380000	6.169000	68	0
8	-2	0.250000	5.229000	48	0
6	-4	0.250000	7.563000	37	0
6	-5	0.360000	8.473000	83	0
6	-4	0.490000	8.022000	26	0
4	-8	0.280000	6.733000	65	0
7	-8	0.450000	5.590000	20	0
6	-7	0.260000	4.816000	43	0
6	-3	0.440000	8.723000	39	0
7	-8	0.200000	8.962000	31	0
3	-6	0.410000	6.781000	57	0
3	-1	0.400000	8.185000	40	0
6	-4	0.480000	8.560000	61	1
5	-3	0.290000	5.662000	66	0
6	-5	0.250000	6.367000	54	0
5	-3	0.290000	5.289000	44	0
4	-2	0.250000	5.942000	71	0
7	-2	0.380000	6.101000	48	0
4	-4	0.320000	5.641000	18	0
4	-7	0.400000	8.907000	61	0
4	-5	0.470000	6.093000	47	0
4	-3	0.260000	4.614000	75	0
6	-4	0.380000	4.677000	10	0
6	-3	0.480000	5.133000	72	0
7	-3	0.260000	8.798000	31	0
5	-8	0.200000	8.359000	41	0
7	-7	0.280000	8.768000	22	0
6	-4	0.420000	6.001000	16	0
7	-3	0.390000	7.378000	39	0
3	-3	0.330000	7.106000	20	0
5	-5	0.400000	4.301000	86	1
5	-6	0.330000	8.832000	56	0
3	-8	0.440000	5.132000	43	0
3	-5	0.210000	7.531000	14	0
4	-4	0.300000	7.930000	35	0
6	-7	0.490000	7.727000	77	1
8	-4	0.340000	6.263000	32	0
7	-3	0.210000	5.756000	34	0
5	-4	0.410000	5.789000	88	1
6	-3	0.210000	7.871000	52	0
5	-8	0.210000	5.162000	81	0
4	-3	0.350000	4.722000	65	0
3	-4	0.370000	7.940000	20	0
6	-7	0.300000	4.776000	59	0
6	-7	0.260000	7.752000	35	0
6	-7	0.460000	7.960000	59	0
8	-6	0.330000	4.928000	21	0
3	-1	0.420000	5.740000	65	0
3	-6	0.360000	5.277000	35	0
3	-8	0.400000	8.827000	83	0
4	-3	0.210000	5.945000	48	0
6	-5	0.310000	5.142000	58	0
6	-2	0.470000	5.629000	48	0
5	-2	0.360000	8.317000	45	0
3	-4	0.320000	6.480000	72	0
3	-7	0.350000	4.149000	75	0
5	-7	0.230000	7.189000	53	0
3	-7	0.260000	7.559000	67	0
5	-8	0.440000	6.834000	45	0
8	-7	0.480000	5.966000	86	1
3	-3	0.200000	6.894000	66	0
3	-8	0.200000	5.902000	51	0
7	-7	0.490000	4.014000	57	0
3	-2	0.290000	5.717000	39	0
8	-7	0.300000	7.251000	24	0
6	-6	0.380000	5.537000	68	0
8	-2	0.250000	7.516000	70	0
3	-4	0.260000	4.829000	59	0
3	-2	0.490000	4.161000	44	0
4	-6	0.390000	4.755000	23	0
8	-8	0.490000	6.047000	11	0
4	-4	0.220000	4.110000	49	0
6	-3	0.430000	5.024000	68	0
7	-8	0.420000	5.452000	36	0
5	-1	0.440000	8.677000	32	0
4	-3	0.400000	6.821000	19	0
3	-7	0.330000	8.652000	57	0
5	-7	0.230000	4.287000	37	0
6	-8	0.230000	4.082000	66	0
3	-8	0.420000	6.770000	50	0
5	-8	0.310000	7.350000	69	0
5	-3	0.470000	4.724000	25	0
8	-8	0.450000	5.917000	77	0
8	-8	0.450000	8.022000	15	0
7	-4	0.230000	8.428000	50	0
4	-7	0.240000	5.552000	68	0
6	-8	0.370000	5.703000	44	0
8	-4	0.310000	4.651000	61	0
5	-6	0.330000	7.657000	45	0
6	-5	0.290000	5.825000	73	0
8	-5	0.400000	4.846000	71	0
6	-4	0.480000	5.629000	75	1
7	-2	0.310000	8.262000	24	0
6	-5	0.250000	7.621000	23	0
4	-8	0.290000	6.370000	82	0
3	-3	0.320000	4.403000	67	0
4	-3	0.210000	4.985000	86	0
4	-7	0.340000	5.140000	22	0
6	-5	0.380000	6.559000	53	0
5	-5	0.340000	7.033000	29	0
3	-8	0.300000	4.814000	35	0
3	-4	0.300000	6.121000	88	0
3	-3	0.240000	5.866000	69	0
7	-6	0.220000	4.368000	30	0
3	-2	0.380000	5.029000	31	0
5	-5	0.270000	5.627000	10	0
7	-6	0.340000	8.009000	47	0
5	-5	0.270000	7.730000	28	0
6	-1	0.200000	4.973000	49	0
7	-4	0.230000	5.106000	11	0
4	-6	0.410000	4.203000	18	0
5	-7	0.450000	5.252000	67	0
7	-5	0.410000	5.909000	54	0
5	-5	0.280000	5.408000	16	0
7	-3	0.230000	8.545000	43	0
7	-8	0.430000	6.013000	16	0
6	-7	0.480000	7.324000	36	0
8	-4	0.390000	6.129000	51	0
8	-6	0.320000	7.749000	78	0
3	-5	0.420000	6.059000	82	0
4	-4	0.220000	5.278000	65	0
4	-2	0.330000	6.972000	74	0
3	-1	0.260000	8.809000	73	0
4	-5	0.220000	6.798000	10	0
3	-1	0.330000	7.908000	66	0
5	-5	0.230000	8.509000	46	0
5	-1	0.440000	4.429000	25	0
4	-6	0.380000	6.491000	75	0
6	-2	0.210000	8.902000	53	0
3	-8	0.410000	5.443000	12	0
4	-2	0.220000	7.385000	46	0
4	-4	0.460000	6.694000	71	0
8	-8	0.200000	5.447000	64	0
3	-4	0.370000	6.434000	37	0
3	-8	0.440000	8.429000	53	0
8	-6	0.200000	6.184000	45	0
4	-4	0.210000	6.038000	34	0
4	-2	0.420000	4.623000	24	0
7	-3	0.450000	7.849000	60	0
7	-3	0.470000	5.674000	73	0
3	-1	0.470000	5.466000	62	0
4	-6	0.300000	5.631000	12	0
3	-8	0.450000	8.589000	41	0
4	-5	0.460000	6.053000	58	0
6	-6	0.490000	6.392000	71	1
5	-4	0.270000	7.356000	58	0
6	-6	0.230000	5.544000	86	0
7	-5	0.420000	8.240000	70	0
8	-4	0.270000	4.090000	14	0
4	-5	0.270000	6.375000	43	0
6	-3	0.490000	7.514000	74	0
8	-7	0.280000	8.702000	33	0
3	-7	0.210000	5.126000	89	0
3	-2	0.310000	5.968000	13	0
7	-6	0.330000	5.508000	62	0
6	-1	0.310000	6.093000	81	0
6	-2	0.440000	7.948000	53	0
6	-6	0.220000	6.622000	51	0
7	-8	0.420000	4.329000	35	0
6	-8	0.320000	6.651000	51	0
6	-5	0.380000	6.521000	48	0
4	-8	0.210000	6.828000	88	0
4	-6	0.210000	4.153000	37	0
8	-8	0.430000	7.782000	28	0
4	-5	0.200000	4.767000	16	0
8	-3	0.410000	8.355000	86	0
3	-4	0.260000	4.440000	42	0
5	-2	0.220000	4.690000	47	0
6	-6	0.290000	5.897000	58	0
6	-2	0.350000	8.255000	55	0
7	-7	0.490000	5.511000	49	0
7	-6	0.380000	5.700000	86	1
6	-2	0.430000	7.370000	89	0
6	-4	0.430000	7.171000	37	0
8	-2	0.490000	6.440000	81	0
3	-2	0.280000	4.752000	18	0
4	-7	0.300000	7.947000	53	0
6	-7	0.430000	8.110000	69	0
3	-8	0.210000	4.289000	28	0
6	-3	0.240000	6.932000	70	0
7	-1	0.470000	6.224000	15	0
6	-3	0.420000	5.434000	84	0
5	-4	0.460000	6.447000	52	0
6	-8	0.320000	7.550000	48	0
4	-5	0.400000	7.738000	18	0
7	-3	0.360000	7.613000	82	0
3	-5	0.210000	8.468000	66	0
5	-2	0.490000	4.655000	25	0
6	-4	0.490000	4.465000	14	0
4	-7	0.270000	5.631000	12	0
4	-3	0.300000	8.679000	37	0
4	-8	0.430000	5.309000	38	0
8	-4	0.420000	5.165000	53	0
4	-2	0.230000	6.887000	35	0
4	-4	0.440000	5.484000	26	0
3	-7	0.310000	7.039000	85	0
4	-6	0.400000	4.969000	27	0
4	-4	0.340000	4.515000	37	0
7	-3	0.280000	5.980000	14	0
5	-3	0.210000	5.696000	75	0
4	-2	0.370000	6.368000	36	0
8	-1	0.460000	7.182000	79	0
8	-8	0.290000	4.235000	75	1
8	-5	0.460000	8.091000	71	1
7	-5	0.260000	4.978000	24	0
5	-5	0.270000	4.611000	43	0
6	-6	0.440000	8.896000	60	0
8	-2	0.400000	8.567000	32	0
4	-8	0.470000	5.764000	19	0
6	-4	0.470000	7.871000	77	1
7	-7	0.340000	4.809000	78	0
8	-7	0.280000	7.095000	20	0
4	-2	0.260000	5.164000	78	0
6	-6	0.400000	7.834000	15	0
7	-4	0.290000	5.723000	23	0
3	-8	0.220000	7.927000	83	0
7	-7	0.310000	8.345000	65	0
5	-4	0.220000	4.278000	18	0
5	-3	0.230000	6.391000	76	0
8	-3	0.380000	6.662000	54	0
6	-4	0.370000	7.068000	62	0
6	-5	0.480000	8.001000	28	0
3	-1	0.480000	7.589000	85	0
7	-5	0.310000	5.450000	86	0
5	-4	0.450000	6.082000	86	0
5	-1	0.440000	4.797000	58	0
4	-8	0.240000	4.012000	81	0
8	-2	0.460000	5.113000	31	0
6	-3	0.260000	4.513000	25	0
6	-2	0.460000	4.706000	89	0
8	-6	0.270000	8.734000	21	0
4	-6	0.340000	5.324000	14	0
4	-4	0.420000	5.918000	86	0
8	-7	0.210000	7.121000	85	0
3	-4	0.410000	6.345000	14	0
4	-2	0.280000	6.013000	67	0
3	-8	0.480000	6.216000	11	0
3	-7	0.280000	5.807000	16	0
7	-1	0.280000	4.820000	41	0
8	-7	0.360000	7.039000	27	0
4	-4	0.420000	6.879000	64	0
5	-7	0.250000	8.947000	60	0
4	-2	0.200000	4.577000	47	0
6	-3	0.470000	4.868000	40	0
3	-3	0.290000	7.680000	80	0
7	-4	0.270000	5.966000	69	0
5	-2	0.300000	6.495000	14	0
3	-1	0.210000	7.630000	17	0
4	-3	0.360000	8.488000	29	0
8	-8	0.440000	5.304000	33	0
6	-4	0.330000	5.483000	30	0
6	-6	0.260000	7.524000	80	0
7	-6	0.400000	4.377000	52	0
4	-2	0.330000	6.600000	33	0
5	-8	0.330000	8.908000	62	0
7	-5	0.210000	8.197000	53	0
5	-7	0.380000	4.803000	60	0
4	-2	0.340000	7.946000	87	0
5	-4	0.300000	8.210000	53	0
3	-8	0.400000	4.708000	51	0
8	-2	0.480000	6.121000	74	1
4	-7	0.240000	6.366000	25	0
4	-1	0.340000	5.578000	35	0
3	-2	0.300000	8.568000	52	0
5	-3	0.420000	4.488000	57	0
7	-2	0.370000	7.659000	45	0
7	-3	0.260000	7.641000	71	0
6	-4	0.460000	5.162000	44	0
6	-4	0.290000	7.194000	80	0
3	-7	0.490000	4.896000	64	1
3	-5	0.380000	5.288000	73	0
8	-2	0.470000	5.915000	65	0
6	-8	0.230000	7.680000	42	0
7	-2	0.440000	5.207000	56	0
4	-7	0.470000	4.115000	86	0
7	-7	0.220000	5.789000	21	0
8	-6	0.410000	5.182000	41	0
4	-7	0.260000	6.252000	76	0
5	-3	0.370000	7.755000	35	0
7	-3	0.490000	4.299000	34	0
6	-4	0.250000	6.665000	84	0
7	-5	0.290000	8.118000	35	0
7	-2	0.430000	7.861000	29	0
6	-5	0.360000	7.601000	10	0
5	-8	0.340000	8.580000	50	0
8	-7	0.300000	6.744000	38	0
4	-2	0.390000	7.560000	42	0
6	-4	0.240000	5.517000	44	0
7	-3	0.440000	8.233000	28	0
8	-2	0.410000	4.593000	11	0
7	-6	0.300000	7.276000	88	0
4	-6	0.370000	4.258000	23	0
6	-1	0.290000	7.105000	22	0
3	-8	0.480000	7.286000	46	0
8	-6	0.440000	5.469000	74	0
7	-1	0.420000	6.060000	12	0
7	-2	0.340000	7.415000	68	0
8	-3	0.360000	4.815000	58	0
5	-5	0.240000	8.546000	57	0
8	-3	0.220000	4.722000	68	0
4	-3	0.240000	7.550000	41	0
7	-5	0.400000	5.520000	71	0
6	-1	0.420000	8.732000	66	0
3	-2	0.400000	4.922000	38	0
3	-6	0.400000	4.538000	56	0
3	-1	0.200000	6.639000	20	0
5	-8	0.470000	8.043000	56	0
5	-7	0.410000	5.276000	37	0
4	-3	0.450000	4.429000	39	0
5	-1	0.240000	4.631000	62	0
7	-3	0.390000	7.978000	33	0
6	-3	0.310000	4.314000	88	0
3	-8	0.350000	5.743000	39	0
5	-5	0.240000	6.361000	18	0
6	-4	0.440000	8.681000	61	0
7	-5	0.370000	8.197000	70	0
3	-3	0.200000	7.935000	77	0
4	-8	0.310000	6.745000	65	0
7	-6	0.430000	8.481000	75	1
4	-4	0.320000	6.377000	83	0
8	-3	0.380000	5.652000	87	0
8	-2	0.470000	8.943000	11	0
4	-2	0.430000	8.247000	81	0
7	-2	0.390000	6.195000	17	0
3	-7	0.490000	8.540000	86	1
3	-4	0.350000	8.161000	58	0
6	-2	0.400000	4.243000	67	0
8	-1	0.220000	4.565000	67	0
7	-2	0.210000	7.870000	57	0
5	-2	0.310000	6.875000	15	0
7	-8	0.270000	7.558000	83	0
8	-3	0.230000	7.427000	26	0
7	-6	0.240000	4.550000	84	0
4	-6	0.410000	8.415000	40	0
4	-3	0.430000	4.147000	75	0
4	-3	0.260000	4.077000	13	0
8	-4	0.480000	5.193000	44	0
4	-4	0.460000	6.202000	85	0
3	-6	0.480000	6.702000	69	1
8	-5	0.250000	4.297000	50	0
3	-5	0.400000	7.459000	10	0
3	-5	0.210000	6.089000	80	0
7	-3	0.410000	8.606000	54	0
5	-3	0.430000	8.557000	45	0
8	-2	0.390000	6.697000	32	0
8	-6	0.430000	4.865000	19	0
3	-4	0.480000	7.239000	81	0
5	-6	0.400000	5.875000	86	0
3	-8	0.360000	4.042000	33	0
6	-1	0.250000	7.129000	12	0
4	-8	0.440000	7.333000	76	0
5	-2	0.400000	7.582000	81	0
3	-5	0.250000	8.855000	88	0
7	-5	0.310000	8.692000	85	0
5	-5	0.450000	8.441000	39	0
6	-6	0.250000	4.951000	10	0
6	-8	0.390000	4.918000	16	0
4	-5	0.490000	8.906000	54	0
6	-5	0.450000	4.376000	71	1
3	-5	0.300000	7.952000	27	0
7	-5	0.350000	4.200000	86	0
5	-1	0.410000	6.572000	43	0
3	-7	0.370000	4.723000	70	0
5	-3	0.370000	4.345000	89	0
6	-2	0.400000	4.864000	33	0
7	-8	0.400000	4.670000	62	0
8	-4	0.330000	6.894000	82	0
3	-7	0.210000	8.503000	23	0
7	-8	0.250000	6.254000	67	0
7	-6	0.490000	5.612000	13	0
7	-7	0.430000	6.857000	59	1
8	-3	0.420000	7.089000	56	1
8	-3	0.270000	7.363000	48	0
5	-2	0.250000	5.067000	44	0
7	-8	0.210000	8.235000	71	0
5	-8	0.390000	4.655000	28	0
3	-4	0.230000	8.181000	63	0
6	-2	0.280000	6.724000	31	0
5	-5	0.370000	5.018000	75	0
4	-3	0.330000	8.212000	22	0
5	-2	0.310000	6.688000	63	0
4	-4	0.310000	6.092000	30	0
4	-3	0.220000	6.828000	11	0
4	-4	0.310000	7.015000	62	0
8	-8	0.290000	8.216000	33	0
7	-8	0.380000	4.018000	77	0
3	-7	0.250000	5.980000	79	0
5	-3	0.470000	6.925000	18	0
6	-6	0.300000	7.229000	58	0
8	-3	0.360000	4.587000	15	0
4	-8	0.300000	4.146000	65	0
7	-7	0.280000	5.158000	26	0
8	-8	0.220000	4.300000	14	0
4	-8	0.440000	7.718000	33	0
8	-2	0.420000	8.898000	85	1
7	-7	0.290000	6.091000	58	0
5	-4	0.200000	6.996000	50	0
6	-3	0.310000	6.007000	49	0
3	-4	0.270000	8.986000	66	0
8	-4	0.230000	6.577000	60	0
3	-4	0.290000	8.507000	35	0
4	-5	0.280000	6.843000	25	0
6	-6	0.410000	4.464000	81	1
7	-5	0.210000	6.582000	86	0
8	-4	0.430000	7.520000	25	0
6	-2	0.260000	6.852000	10	0
4	-8	0.460000	4.554000	74	0
5	-3	0.460000	6.476000	42	0
6	-5	0.490000	6.228000	62	1
6	-3	0.490000	6.040000	11	0
3	-8	0.250000	6.294000	43	0
8	-4	0.320000	8.262000	18	0
4	-6	0.210000	8.275000	44	0
7	-4	0.430000	4.406000	75	1
6	-7	0.470000	8.528000	76	1
3	-6	0.270000	5.640000	81	0
5	-7	0.340000	5.512000	78	0
7	-6	0.430000	8.781000	82	1
5	-7	0.480000	4.877000	11	0
4	-8	0.240000	4.359000	39	0
7	-1	0.370000	4.464000	14	0
8	-6	0.460000	7.572000	47	1
5	-8	0.420000	7.839000	52	0
7	-3	0.370000	8.491000	79	0
6	-6	0.310000	5.728000	60	0
6	-4	0.250000	7.786000	71	0
3	-4	0.420000	4.549000	88	0
3	-8	0.320000	5.180000	28	0
7	-8	0.250000	7.394000	89	0
8	-3	0.340000	5.294000	70	0
4	-6	0.420000	8.568000	73	0
3	-3	0.300000	4.180000	38	0
7	-3	0.320000	7.393000	33	0
8	-3	0.260000	7.170000	55	0
7	-5	0.260000	6.952000	84	0
7	-7	0.220000	7.236000	49	0
7	-1	0.440000	7.947000	57	0
3	-8	0.370000	7.671000	78	0
6	-8	0.260000	5.752000	57	0
8	-4	0.460000	8.485000	42	0
8	-8	0.310000	7.037000	37	0
8	-6	0.310000	8.166000	80	0
5	-5	0.420000	7.179000	79	0
6	-8	0.380000	7.848000	66	0
3	-6	0.380000	5.164000	55	0
6	-2	0.280000	8.268000	75	0
4	-7	0.360000	5.563000	23	0
8	-8	0.410000	5.815000	27	0
7	-4	0.260000	6.900000	23	0
8	-8	0.400000	4.153000	18	0
3	-7	0.310000	5.253000	61	0
8	-2	0.420000	4.081000	49	0
7	-4	0.270000	7.431000	33	0
6	-4	0.360000	6.857000	39	0
7	-1	0.280000	8.195000	54	0
8	-8	0.210000	5.410000	75	0
3	-8	0.470000	5.480000	16	0
5	-4	0.370000	8.578000	36	0
3	-7	0.450000	6.465000	57	0
6	-5	0.420000	6.747000	22	0
4	-3	0.460000	8.181000	53	0
7	-6	0.400000	7.955000	34	0
5	-6	0.330000	7.668000	15	0
3	-4	0.290000	5.852000	42	0
4	-4	0.480000	6.041000	66	0
7	-1	0.200000	4.637000	57	0
4	-7	0.490000	5.275000	23	0
5	-8	0.240000	5.481000	54	0
5	-7	0.330000	6.299000	58	0
6	-7	0.340000	5.522000	14	0
4	-6	0.420000	5.904000	35	0
8	-6	0.360000	8.148000	56	0
5	-8	0.390000	6.201000	81	1
8	-3	0.340000	4.361000	28	0
4	-6	0.320000	5.729000	51	0
5	-7	0.360000	4.659000	81	0
7	-5	0.240000	6.067000	50	0
3	-5	0.370000	8.330000	44	0
6	-2	0.260000	6.416000	63	0
4	-4	0.460000	4.122000	48	0
3	-8	0.290000	8.654000	44	0
8	-6	0.420000	8.593000	49	1
3	-6	0.460000	5.236000	50	0
5	-2	0.310000	6.272000	46	0
7	-5	0.270000	6.969000	34	0
8	-5	0.380000	5.964000	32	0
4	-3	0.340000	5.828000	15	0
6	-8	0.380000	6.874000	24	0
8	-6	0.210000	7.044000	13	0
3	-2	0.280000	6.899000	10	0
6	-4	0.330000	8.387000	82	0
3	-2	0.320000	8.168000	70	0
6	-5	0.220000	6.257000	49	0
6	-7	0.290000	5.550000	14	0
4	-5	0.440000	6.405000	65	0
5	-4	0.200000	8.196000	82	0
6	-8	0.420000	6.601000	21	0
3	-5	0.290000	5.884000	12	0
3	-3	0.300000	7.820000	60	0
6	-5	0.470000	6.897000	66	1
4	-4	0.270000	8.969000	71	0
3	-2	0.490000	5.123000	62	0
3	-8	0.340000	8.458000	86	0
4	-7	0.370000	4.004000	30	0
5	-8	0.200000	8.766000	38	0
5	-7	0.390000	8.560000	40	0
5	-7	0.220000	6.386000	40	0
8	-6	0.370000	6.252000	36	0
3	-5	0.320000	8.140000	76	0
7	-2	0.200000	8.697000	55	0
3	-5	0.210000	5.419000	10	0
3	-3	0.470000	5.685000	83	0
7	-6	0.360000	6.272000	62	0
4	-7	0.280000	5.112000	77	0
3	-4	0.400000	7.741000	13	0
3	-2	0.240000	4.593000	38	0
6	-6	0.430000	8.797000	47	0
8	-6	0.220000	7.481000	45	0
4	-3	0.280000	7.376000	83	0
8	-8	0.440000	8.242000	54	0
4	-4	0.370000	5.070000	53	0
3	-5	0.380000	4.482000	20	0
4	-4	0.470000	5.276000	64	0
3	-2	0.460000	5.062000	12	0
8	-3	0.350000	8.147000	31	0
3	-3	0.280000	6.618000	25	0
5	-7	0.400000	8.828000	18	0
6	-7	0.490000	4.634000	22	0
5	-7	0.270000	8.311000	60	0
6	-6	0.490000	4.227000	80	1
5	-4	0.320000	4.372000	69	0
5	-8	0.490000	8.631000	86	1
8	-8	0.390000	4.257000	26	0
4	-1	0.240000	7.799000	62	0
8	-3	0.450000	8.921000	52	0
8	-3	0.240000	7.226000	69	0
5	-8	0.240000	7.026000	18	0
6	-3	0.240000	4.320000	86	0
6	-7	0.260000	4.258000	38	0
5	-2	0.290000	4.793000	22	0
5	-4	0.310000	5.299000	86	0
3	-2	0.290000	6.120000	36	0
4	-3	0.440000	6.184000	83	0
5	-2	0.390000	8.449000	65	0
4	-5	0.470000	6.734000	28	0
7	-2	0.210000	5.865000	43	0
4	-2	0.430000	6.803000	22	0
5	-8	0.300000	8.779000	24	0
3	-4	0.230000	5.987000	45	0
5	-1	0.260000	6.723000	80	0
8	-2	0.220000	7.218000	17	0
6	-8	0.200000	6.096000	80	0
7	-2	0.350000	5.368000	43	0
8	-1	0.290000	7.617000	64	0
6	-5	0.440000	8.269000	24	0
4	-2	0.380000	5.337000	74	0
4	-7	0.290000	8.711000	26	0
5	-3	0.410000	7.380000	44	0
7	-6	0.450000	6.517000	45	1
6	-6	0.270000	6.839000	85	0
6	-3	0.440000	4.846000	35	0
8	-3	0.210000	8.482000	73	0
4	-8	0.260000	4.956000	24	0
7	-1	0.380000	5.051000	80	0
8	-2	0.480000	8.169000	32	0
6	-5	0.280000	4.493000	73	0
4	-5	0.290000	8.714000	29	0
3	-6	0.300000	7.765000	15	0
3	-1	0.320000	5.398000	57	0
8	-5	0.210000	8.487000	76	0
6	-4	0.360000	4.134000	37	0
4	-8	0.300000	8.501000	76	0
5	-3	0.390000	6.808000	79	0
5	-8	0.300000	8.103000	54	1
4	-7	0.450000	8.747000	14	0
5	-2	0.480000	6.412000	56	0
5	-8	0.320000	7.633000	63	0
3	-3	0.280000	5.813000	50	0
3	-7	0.240000	5.474000	22	0
4	-3	0.310000	7.470000	37	0
5	-2	0.330000	5.480000	62	0
8	-4	0.290000	6.161000	89	0
6	-6	0.430000	6.095000	14	0
3	-7	0.280000	4.662000	10	0
5	-2	0.470000	8.667000	48	0
4	-4	0.430000	4.345000	35	0
7	-7	0.260000	4.669000	76	0
7	-1	0.300000	8.603000	66	0
8	-1	0.410000	7.629000	65	0
5	-6	0.220000	7.038000	19	0
4	-6	0.280000	6.904000	16	0
3	-6	0.390000	5.925000	14	0
3	-7	0.340000	6.808000	79	0
4	-3	0.220000	4.874000	17	0
7	-5	0.230000	4.690000	47	0
7	-6	0.470000	8.835000	61	0
8	-3	0.490000	4.580000	17	0
8	-4	0.370000	4.927000	64	0
6	-7	0.470000	8.253000	68	1
3	-3	0.340000	5.221000	70	0
8	-2	0.210000	7.201000	32	0
8	-4	0.210000	4.527000	21	0
7	-6	0.220000	6.840000	11	0
3	-1	0.470000	4.373000	71	0
6	-4	0.280000	8.604000	14	0
3	-7	0.370000	6.124000	54	0
3	-7	0.280000	7.414000	28	0
7	-5	0.220000	4.473000	38	0
4	-3	0.440000	4.803000	65	0
8	-8	0.210000	7.584000	17	0
7	-6	0.210000	7.381000	86	0
6	-6	0.490000	5.699000	63	1
3	-4	0.450000	6.347000	50	0
7	-5	0.360000	5.179000	65	1
6	-4	0.270000	6.277000	68	0
5	-6	0.270000	8.554000	57	0
7	-5	0.470000	5.874000	59	1
6	-3	0.260000	6.884000	47	0
4	-8	0.480000	5.109000	55	0
8	-7	0.330000	5.180000	76	0
4	-8	0.480000	8.536000	47	0
4	-6	0.370000	8.548000	74	0
7	-7	0.250000	5.327000	24	0
6	-1	0.250000	4.725000	71	0
5	-5	0.420000	4.020000	89	0
4	-4	0.380000	7.185000	77	0
7	-1	0.320000	8.448000	42	0
7	-6	0.410000	4.053000	35	0
5	-5	0.340000	6.254000	55	0
8	-1	0.290000	8.546000	37	0
7	-4	0.370000	6.792000	40	0
3	-5	0.460000	7.409000	33	0
5	-7	0.450000	4.684000	61	0
7	-5	0.390000	6.753000	71	0
8	-3	0.390000	8.663000	78	0
4	-2	0.260000	8.139000	80	0
5	-4	0.370000	7.337000	50	0
4	-2	0.330000	8.011000	77	0
6	-4	0.390000	5.164000	23	0
7	-6	0.220000	7.792000	52	0
4	-3	0.350000	5.041000	86	0
6	-1	0.490000	7.505000	12	0
5	-1	0.270000	6.180000	10	0
8	-3	0.490000	6.912000	19	0
7	-8	0.210000	7.232000	85	0
7	-4	0.260000	8.502000	25	0
3	-8	0.320000	5.482000	80	1
5	-4	0.370000	4.228000	60	0
4	-6	0.330000	4.910000	47	0
6	-5	0.260000	6.738000	86	0
6	-4	0.460000	4.449000	70	1
7	-7	0.260000	4.047000	35	0
5	-6	0.240000	5.439000	58	0
3	-8	0.310000	4.710000	61	0
5	-7	0.450000	4.658000	27	0
7	-7	0.490000	8.812000	68	0
6	-8	0.490000	8.598000	57	1
7	-4	0.300000	5.730000	23	0
6	-7	0.230000	7.970000	84	0
3	-6	0.250000	7.689000	64	0
8	-2	0.260000	7.307000	82	0
8	-7	0.300000	8.766000	72	0
8	-1	0.440000	7.527000	12	0
4	-2	0.350000	8.443000	84	0
4	-5	0.430000	4.210000	87	0
8	-7	0.440000	8.247000	32	0
4	-5	0.230000	6.742000	60	0
5	-4	0.200000	5.225000	60	0
5	-5	0.320000	8.263000	44	0
7	-5	0.320000	5.375000	62	0
8	-3	0.440000	6.330000	68	0
5	-4	0.310000	5.214000	37	0
3	-2	0.420000	6.533000	25	0
8	-2	0.310000	7.141000	44	0
5	-8	0.400000	7.916000	87	0
8	-3	0.360000	6.081000	35	0
3	-8	0.400000	7.114000	83	0
5	-4	0.440000	5.873000	23	0
5	-8	0.300000	6.955000	19	0
4	-4	0.280000	8.340000	41	0
7	-4	0.400000	8.451000	17	0
5	-1	0.420000	4.163000	52	0
5	-6	0.470000	5.620000	83	1
4	-8	0.230000	8.397000	75	0
4	-8	0.370000	6.050000	52	0
5	-7	0.220000	6.895000	76	0
7	-4	0.370000	7.753000	88	0
4	-2	0.240000	4.530000	38	0
8	-7	0.460000	5.652000	29	0
5	-6	0.440000	7.030000	52	0
3	-7	0.400000	7.510000	68	0
4	-8	0.400000	7.310000	57	0
3	-5	0.250000	5.485000	31	0
3	-7	0.250000	7.377000	77	0
5	-6	0.440000	4.684000	40	0
4	-4	0.290000	5.946000	46	0
5	-6	0.230000	7.993000	56	0
3	-2	0.290000	5.353000	13	0
6	-5	0.270000	6.729000	76	0
6	-2	0.250000	7.524000	25	0
4	-7	0.280000	8.247000	21	0
8	-8	0.390000	7.481000	31	0
5	-1	0.240000	8.531000	26	0
4	-7	0.300000	5.295000	30	0
6	-3	0.240000	7.140000	69	0
3	-6	0.220000	8.535000	12	0
6	-7	0.310000	6.664000	44	0
4	-3	0.310000	6.240000	22	0
3	-8	0.200000	4.124000	70	0
7	-5	0.220000	4.868000	26	0
6	-5	0.380000	7.653000	84	0
4	-5	0.380000	4.747000	62	0
6	-8	0.430000	8.101000	20	0
7	-4	0.210000	4.307000	58	0
6	-8	0.340000	4.044000	13	0
5	-8	0.230000	6.725000	89	0
3	-7	0.310000	8.937000	36	0
4	-6	0.410000	5.420000	74	0
6	-5	0.440000	8.083000	77	1
3	-8	0.480000	6.825000	56	1
8	-5	0.440000	7.302000	33	0
7	-4	0.450000	5.739000	25	0
7	-1	0.470000	6.061000	78	0
4	-3	0.470000	5.865000	27	0
4	-6	0.280000	7.573000	10	0
4	-2	0.380000	4.085000	89	0
8	-7	0.320000	6.139000	59	0
3	-7	0.450000	5.862000	52	0
7	-6	0.240000	6.874000	80	0
7	-8	0.410000	5.933000	87	1
