N	F0	PER	d0	v0	collision
6	-5	0.470000	4.965000	85	1
8	-7	0.270000	7.045000	10	0
8	-5	0.380000	8.375000	38	0
5	-3	0.210000	8.528000	27	0
5	-3	0.210000	5.230000	63	0
3	-8	0.470000	8.004000	55	0
8	-8	0.490000	6.219000	10	0
6	-6	0.430000	7.870000	38	0
3	-6	0.220000	4.074000	37	0
3	-5	0.420000	7.691000	13	0
4	-1	0.200000	6.386000	52	0
6	-2	0.330000	6.502000	68	0
3	-2	0.330000	6.123000	86	0
7	-7	0.230000	7.870000	28	0
6	-7	0.450000	6.281000	47	1
3	-7	0.450000	8.397000	26	0
8	-2	0.430000	4.758000	48	0
4	-6	0.380000	7.317000	82	0
8	-5	0.230000	8.576000	89	0
8	-3	0.240000	5.908000	38	0
4	-8	0.240000	8.192000	67	0
4	-6	0.460000	6.843000	58	0
6	-8	0.280000	4.433000	86	1
4	-6	0.280000	4.252000	36	0
8	-2	0.250000	6.838000	70	0
7	-5	0.400000	4.984000	30	0
3	-2	0.420000	8.191000	65	0
5	-1	0.230000	7.838000	71	0
4	-3	0.400000	4.022000	15	0
3	-5	0.290000	4.422000	63	0
4	-8	0.340000	8.164000	83	1
7	-4	0.450000	8.500000	16	0
5	-5	0.470000	4.234000	51	0
7	-7	0.320000	7.963000	18	0
3	-6	0.450000	7.909000	63	0
3	-1	0.430000	6.806000	86	0
6	-2	0.400000	6.895000	40	0
6	-5	0.360000	4.467000	74	0
7	-3	0.440000	4.661000	45	0
6	-5	0.470000	5.187000	29	0
7	-4	0.230000	7.361000	28	0
5	-3	0.210000	5.088000	65	0
8	-5	0.210000	7.374000	54	0
8	-6	0.300000	7.975000	86	0
7	-3	0.220000	8.909000	39	0
8	-8	0.200000	7.594000	10	0
7	-2	0.200000	4.903000	40	0
4	-6	0.270000	5.698000	68	0
8	-5	0.270000	5.314000	87	1
8	-8	0.230000	8.488000	74	1
5	-7	0.490000	6.028000	55	0
6	-8	0.250000	8.799000	47	0
6	-8	0.470000	4.730000	67	1
4	-6	0.370000	6.464000	89	0
3	-3	0.350000	6.859000	16	0
3	-3	0.490000	6.216000	69	0
5	-3	0.370000	6.791000	88	0
5	-2	0.470000	7.215000	29	0
3	-8	0.420000	5.355000	16	0
6	-8	0.310000	5.957000	76	0
4	-8	0.400000	4.248000	39	0
8	-2	0.290000	6.347000	43	0
3	-4	0.360000	8.128000	47	0
5	-4	0.220000	4.221000	43	0
5	-2	0.370000	5.071000	15	0
4	-8	0.320000	8.215000	42	0
4	-7	0.260000	7.947000	62	0
8	-6	0.460000	8.153000	47	0
6	-5	0.310000	6.543000	32	0
7	-5	0.370000	6.397000	69	0
5	-4	0.350000	5.274000	51	0
4	-7	0.440000	8.546000	54	0
6	-6	0.400000	6.355000	60	0
7	-3	0.340000	5.100000	26	0
5	-8	0.430000	8.206000	59	0
5	-7	0.300000	4.385000	16	0
5	-8	0.280000	8.085000	28	0
7	-8	0.340000	5.435000	25	0
4	-4	0.280000	7.677000	86	0
8	-5	0.410000	5.315000	62	0
7	-6	0.460000	8.879000	71	0
3	-4	0.490000	8.232000	29	0
7	-8	0.380000	8.830000	48	0
7	-4	0.310000	8.555000	29	0
3	-5	0.230000	7.026000	22	0
8	-7	0.280000	4.563000	15	0
6	-2	0.280000	6.855000	84	0
3	-7	0.280000	6.681000	74	0
6	-2	0.390000	8.386000	43	0
5	-5	0.370000	6.883000	84	0
5	-4	0.420000	6.050000	86	0
6	-3	0.370000	4.187000	73	0
4	-3	0.300000	6.469000	80	0
5	-2	0.450000	6.734000	18	0
6	-2	0.490000	5.879000	20	0
8	-6	0.270000	4.544000	18	0
5	-4	0.270000	4.353000	47	0
5	-3	0.210000	4.073000	68	0
3	-7	0.490000	4.491000	63	1
8	-5	0.320000	7.130000	52	0
6	-8	0.220000	6.169000	23	0
6	-5	0.420000	7.865000	72	0
8	-5	0.200000	4.065000	31	0
3	-2	0.340000	8.811000	65	0
6	-8	0.230000	6.704000	73	0
8	-4	0.450000	4.733000	71	0
3	-8	0.260000	4.162000	25	0
4	-5	0.320000	4.010000	21	0
3	-2	0.410000	8.836000	10	0
5	-5	0.300000	6.926000	29	0
3	-4	0.330000	7.464000	13	0
8	-6	0.440000	6.675000	23	0
3	-2	0.370000	5.626000	40	0
6	-3	0.370000	5.424000	29	0
6	-4	0.350000	4.127000	41	0
8	-7	0.200000	5.381000	88	0
4	-5	0.320000	6.706000	35	0
5	-2	0.440000	4.298000	51	0
6	-4	0.400000	7.101000	57	0
7	-4	0.430000	7.443000	30	0
6	-7	0.400000	8.396000	30	0
7	-5	0.360000	6.177000	36	0
3	-7	0.410000	5.154000	27	0
8	-5	0.410000	7.460000	56	0
6	-3	0.480000	5.930000	55	1
7	-8	0.200000	4.563000	86	0
3	-6	0.250000	8.120000	15	0
3	-8	0.310000	5.290000	41	0
7	-4	0.320000	4.915000	59	0
5	-7	0.250000	4.662000	40	0
5	-7	0.470000	7.687000	77	0
6	-4	0.320000	6.232000	73	0
6	-4	0.450000	8.085000	85	1
4	-7	0.370000	8.821000	27	0
5	-8	0.340000	7.493000	78	0
4	-4	0.280000	7.216000	59	0
3	-6	0.370000	8.020000	62	0
4	-3	0.260000	6.118000	42	0
3	-4	0.480000	4.745000	72	1
8	-7	0.400000	7.978000	54	1
4	-7	0.440000	7.129000	16	0
5	-3	0.460000	7.851000	11	0
6	-3	0.330000	4.819000	53	1
5	-1	0.460000	4.735000	57	0
6	-2	0.250000	5.572000	75	0
7	-3	0.360000	4.769000	84	1
3	-4	0.440000	7.839000	36	0
5	-4	0.340000	5.949000	16	0
3	-6	0.290000	6.588000	43	0
8	-3	0.360000	8.205000	76	0
8	-6	0.450000	6.501000	40	0
4	-4	0.200000	5.057000	61	0
5	-6	0.430000	6.501000	25	0
3	-8	0.200000	4.267000	57	0
7	-8	0.330000	8.246000	47	0
7	-1	0.310000	4.019000	37	0
8	-2	0.300000	4.020000	62	0
5	-5	0.380000	4.829000	26	0
5	-8	0.420000	8.961000	67	0
6	-6	0.430000	7.995000	13	0
7	-2	0.320000	8.195000	10	0
3	-4	0.330000	5.126000	17	0
7	-2	0.330000	7.414000	86	0
4	-6	0.350000	4.855000	37	0
7	-2	0.290000	7.127000	19	0
3	-2	0.250000	4.286000	31	0
3	-1	0.450000	6.976000	54	0
3	-1	0.230000	8.171000	53	0
4	-1	0.230000	5.256000	71	0
7	-6	0.260000	6.021000	27	0
3	-3	0.230000	4.683000	78	0
8	-2	0.370000	7.150000	44	0
5	-3	0.240000	6.035000	52	0
7	-4	0.220000	4.302000	42	0
3	-7	0.220000	6.438000	20	0
5	-6	0.310000	4.323000	81	0
3	-3	0.480000	5.705000	37	0
5	-8	0.490000	5.532000	26	0
8	-3	0.380000	5.919000	34	0
4	-8	0.230000	5.193000	11	0
5	-1	0.370000	7.839000	67	0
7	-6	0.240000	7.125000	18	0
3	-5	0.290000	4.738000	12	0
5	-2	0.420000	6.950000	46	0
7	-3	0.330000	5.769000	60	0
3	-3	0.300000	5.864000	55	0
5	-8	0.290000	5.255000	21	0
6	-7	0.280000	5.854000	40	0
6	-8	0.370000	7.763000	46	0
4	-7	0.390000	5.799000	31	0
5	-3	0.250000	5.697000	40	0
3	-5	0.200000	8.840000	68	0
8	-7	0.270000	8.124000	32	0
7	-1	0.200000	5.168000	81	0
8	-3	0.360000	8.536000	13	0
8	-3	0.360000	5.646000	71	0
3	-5	0.280000	6.771000	75	0
7	-5	0.410000	5.732000	25	0
8	-6	0.260000	4.276000	60	0
8	-4	0.480000	7.501000	69	1
6	-8	0.390000	8.828000	83	0
6	-4	0.290000	6.525000	41	0
6	-7	0.270000	5.428000	64	0
6	-7	0.420000	8.569000	64	0
7	-3	0.250000	6.410000	24	0
8	-3	0.320000	8.393000	39	0
5	-5	0.230000	7.016000	83	0
7	-7	0.480000	4.416000	39	0
4	-4	0.390000	8.210000	53	0
8	-7	0.480000	8.592000	34	1
5	-5	0.260000	4.600000	22	0
6	-5	0.370000	6.121000	21	0
3	-6	0.350000	4.805000	32	0
5	-2	0.240000	7.894000	52	0
4	-2	0.460000	5.931000	49	0
4	-3	0.490000	8.760000	62	0
6	-2	0.320000	6.622000	23	0
6	-8	0.270000	6.848000	68	0
6	-3	0.460000	4.550000	52	1
3	-8	0.490000	4.909000	66	1
4	-3	0.340000	8.656000	32	0
4	-4	0.490000	6.601000	21	0
6	-3	0.260000	6.694000	43	0
3	-2	0.350000	4.200000	82	0
3	-6	0.240000	7.285000	21	0
5	-6	0.310000	7.155000	18	0
7	-8	0.260000	4.130000	59	0
3	-1	0.400000	8.892000	54	0
7	-5	0.290000	4.471000	73	0
5	-6	0.490000	4.491000	46	0
6	-4	0.490000	4.283000	35	0
6	-8	0.270000	5.477000	34	0
6	-4	0.330000	7.827000	30	0
3	-8	0.290000	8.289000	87	0
8	-2	0.380000	8.903000	79	0
5	-5	0.470000	4.669000	82	1
6	-4	0.410000	4.440000	64	0
6	-8	0.470000	4.308000	61	1
5	-8	0.250000	5.478000	59	0
7	-3	0.210000	6.140000	86	0
3	-4	0.300000	6.735000	39	0
5	-7	0.310000	5.168000	71	0
3	-6	0.230000	6.321000	35	0
5	-8	0.340000	4.746000	81	1
3	-4	0.230000	7.852000	20	0
7	-2	0.450000	8.563000	28	0
6	-4	0.450000	8.358000	57	0
3	-8	0.230000	4.550000	16	0
8	-2	0.380000	5.397000	67	0
5	-4	0.480000	7.556000	45	0
5	-3	0.450000	7.720000	41	0
8	-4	0.440000	8.919000	13	0
8	-1	0.420000	5.106000	64	0
8	-4	0.230000	4.334000	48	0
6	-2	0.220000	4.116000	36	0
6	-8	0.420000	6.812000	60	1
8	-4	0.360000	4.070000	41	0
7	-4	0.460000	5.573000	80	0
4	-4	0.400000	7.827000	61	0
3	-8	0.210000	4.344000	33	0
6	-3	0.450000	5.802000	77	1
7	-3	0.280000	6.145000	77	0
4	-2	0.210000	5.854000	18	0
6	-1	0.300000	5.843000	57	0
5	-4	0.390000	4.156000	20	0
3	-4	0.440000	5.810000	62	0
4	-6	0.240000	7.928000	27	0
7	-3	0.310000	7.788000	64	0
6	-6	0.240000	5.025000	45	0
7	-3	0.310000	4.531000	61	0
6	-8	0.460000	7.463000	50	0
5	-2	0.250000	5.963000	37	0
6	-8	0.420000	5.038000	44	0
7	-1	0.330000	6.353000	19	0
6	-2	0.210000	5.237000	27	0
7	-4	0.210000	5.051000	16	0
4	-6	0.490000	8.535000	84	0
6	-4	0.210000	7.163000	74	0
3	-2	0.320000	8.878000	44	0
4	-6	0.210000	4.463000	63	0
4	-6	0.280000	8.951000	39	0
3	-8	0.450000	5.515000	85	1
8	-8	0.270000	6.679000	36	0
4	-3	0.280000	7.176000	59	0
8	-8	0.420000	4.820000	76	1
4	-7	0.330000	5.939000	79	1
7	-1	0.400000	7.713000	43	0
8	-4	0.380000	6.601000	66	0
6	-5	0.360000	5.323000	38	0
7	-8	0.340000	4.217000	21	0
7	-6	0.400000	8.843000	46	0
3	-2	0.340000	5.721000	45	0
7	-2	0.240000	8.817000	65	0
4	-5	0.470000	8.135000	50	0
8	-6	0.480000	7.955000	79	1
4	-4	0.410000	7.492000	49	0
7	-4	0.480000	4.878000	47	0
4	-3	0.430000	7.617000	11	0
8	-7	0.460000	5.868000	47	1
7	-8	0.440000	6.649000	77	1
6	-7	0.200000	6.737000	18	0
4	-7	0.400000	6.928000	82	0
4	-7	0.360000	4.888000	58	1
6	-5	0.420000	7.044000	44	0
3	-7	0.360000	8.706000	32	0
5	-3	0.270000	4.631000	25	0
5	-5	0.440000	8.292000	49	0
6	-1	0.280000	8.665000	10	0
7	-2	0.230000	6.220000	44	0
4	-1	0.350000	5.238000	83	0
4	-5	0.200000	8.798000	78	0
5	-2	0.330000	8.941000	54	0
7	-3	0.240000	5.257000	29	0
7	-4	0.430000	5.240000	42	0
5	-7	0.400000	7.974000	24	0
5	-7	0.340000	7.712000	45	0
6	-2	0.300000	5.876000	73	0
3	-6	0.380000	8.950000	25	0
8	-6	0.280000	4.576000	44	0
4	-4	0.430000	5.430000	16	0
6	-4	0.280000	6.079000	69	0
8	-3	0.480000	8.785000	53	1
3	-8	0.390000	6.808000	24	0
7	-8	0.310000	5.246000	57	0
8	-6	0.460000	6.106000	68	1
4	-4	0.290000	6.232000	17	0
4	-8	0.420000	6.382000	34	0
3	-2	0.360000	5.921000	43	0
3	-8	0.310000	8.681000	49	0
6	-7	0.230000	4.417000	30	0
8	-5	0.340000	8.617000	80	0
4	-3	0.230000	6.533000	88	0
4	-3	0.360000	4.138000	24	0
7	-5	0.300000	8.704000	34	0
4	-4	0.210000	4.810000	38	0
7	-8	0.410000	7.308000	11	0
3	-3	0.480000	4.506000	37	0
3	-3	0.370000	7.587000	16	0
3	-2	0.390000	5.614000	81	0
7	-4	0.200000	7.719000	85	0
8	-3	0.220000	5.355000	48	0
4	-1	0.220000	5.159000	77	0
7	-7	0.360000	4.733000	60	1
6	-6	0.340000	6.104000	43	0
7	-6	0.380000	4.057000	18	0
6	-3	0.430000	8.020000	89	0
7	-8	0.340000	8.540000	59	0
6	-4	0.270000	8.275000	80	0
8	-1	0.280000	6.907000	83	0
6	-6	0.440000	5.289000	55	1
6	-6	0.330000	7.993000	12	0
4	-4	0.420000	6.084000	45	0
7	-5	0.400000	4.763000	56	0
3	-1	0.320000	8.199000	49	0
6	-6	0.230000	4.518000	64	0
5	-4	0.230000	4.321000	52	0
8	-6	0.250000	4.840000	37	0
6	-2	0.330000	5.612000	40	0
3	-2	0.230000	8.339000	77	0
7	-8	0.430000	8.154000	80	1
6	-3	0.350000	8.882000	21	0
5	-7	0.240000	8.699000	76	0
3	-3	0.310000	6.067000	74	0
3	-5	0.420000	4.883000	21	0
3	-6	0.290000	7.065000	34	0
6	-2	0.480000	7.264000	59	0
6	-8	0.230000	8.724000	62	0
4	-7	0.420000	6.024000	64	0
7	-5	0.230000	7.752000	47	0
8	-8	0.320000	5.632000	28	0
5	-7	0.400000	6.409000	32	0
3	-8	0.470000	6.295000	69	0
7	-5	0.490000	7.021000	24	0
6	-2	0.300000	6.410000	18	0
3	-5	0.410000	7.964000	57	0
4	-6	0.340000	4.585000	85	1
6	-7	0.440000	6.895000	33	0
5	-8	0.290000	7.999000	29	0
4	-2	0.240000	8.618000	56	0
6	-7	0.490000	7.795000	31	0
4	-5	0.440000	5.526000	36	0
4	-8	0.490000	6.816000	56	0
4	-6	0.250000	7.059000	48	0
6	-8	0.450000	7.259000	72	1
4	-6	0.280000	6.615000	17	0
7	-8	0.340000	8.787000	43	0
5	-7	0.260000	7.426000	87	0
8	-6	0.450000	4.710000	49	0
3	-5	0.220000	4.783000	70	0
8	-1	0.330000	8.796000	69	0
3	-4	0.410000	7.087000	72	0
3	-7	0.260000	5.843000	39	0
8	-2	0.280000	8.862000	63	0
6	-4	0.370000	4.653000	66	0
4	-3	0.270000	5.074000	35	0
6	-6	0.200000	6.892000	34	0
7	-4	0.250000	8.361000	25	0
7	-6	0.340000	8.751000	86	0
6	-7	0.360000	6.590000	19	0
7	-7	0.430000	8.962000	16	0
4	-3	0.260000	4.299000	57	0
4	-2	0.410000	7.454000	57	0
4	-6	0.410000	4.196000	13	0
7	-3	0.480000	6.563000	10	0
5	-5	0.390000	4.786000	72	0
8	-7	0.420000	7.820000	16	0
5	-7	0.380000	4.211000	64	0
4	-6	0.330000	4.852000	51	0
4	-1	0.210000	4.340000	14	0
3	-7	0.430000	7.972000	44	0
5	-8	0.410000	6.655000	16	0
6	-8	0.430000	7.367000	51	0
6	-4	0.220000	6.608000	20	0
6	-6	0.330000	8.313000	29	0
6	-8	0.440000	4.656000	57	1
3	-8	0.440000	6.770000	35	0
7	-5	0.310000	5.637000	84	0
5	-8	0.250000	7.883000	25	0
3	-3	0.430000	6.585000	10	0
3	-3	0.210000	7.775000	48	0
8	-5	0.210000	7.181000	55	0
8	-6	0.380000	5.847000	40	0
8	-6	0.390000	5.492000	58	0
6	-4	0.430000	6.934000	89	0
3	-7	0.410000	8.296000	31	0
5	-3	0.300000	6.413000	51	0
7	-3	0.410000	7.890000	89	0
6	-8	0.460000	4.372000	40	1
6	-3	0.340000	7.234000	88	0
5	-3	0.420000	6.737000	23	0
8	-8	0.310000	7.120000	31	0
6	-4	0.400000	5.441000	35	0
4	-4	0.470000	4.920000	10	0
6	-3	0.340000	8.990000	30	0
5	-8	0.270000	7.744000	36	0
4	-7	0.300000	5.780000	60	0
3	-6	0.210000	6.888000	24	0
5	-5	0.210000	6.102000	60	0
5	-5	0.200000	5.011000	43	0
8	-6	0.460000	5.272000	35	0
8	-1	0.400000	5.562000	66	0
7	-8	0.440000	4.306000	45	0
4	-4	0.300000	8.819000	33	0
5	-1	0.430000	6.453000	49	0
4	-4	0.300000	8.016000	29	0
8	-8	0.420000	6.642000	85	1
5	-6	0.370000	4.799000	73	0
5	-5	0.350000	8.288000	33	0
3	-5	0.250000	8.114000	89	0
7	-4	0.330000	5.987000	30	0
6	-7	0.280000	5.775000	51	0
8	-3	0.420000	8.905000	52	1
8	-2	0.280000	7.673000	58	0
7	-8	0.360000	5.966000	22	0
7	-6	0.230000	5.212000	52	0
8	-8	0.360000	7.662000	57	0
8	-7	0.450000	8.472000	21	0
3	-8	0.320000	5.239000	52	0
3	-8	0.480000	8.415000	52	0
7	-1	0.240000	8.673000	44	0
6	-5	0.390000	4.325000	45	0
7	-6	0.290000	6.848000	71	0
3	-4	0.330000	5.797000	22	0
3	-4	0.220000	6.388000	41	0
8	-7	0.230000	7.336000	73	1
3	-7	0.270000	6.453000	35	0
6	-8	0.310000	7.499000	43	0
3	-5	0.450000	4.783000	78	0
7	-5	0.340000	7.866000	57	0
6	-3	0.240000	5.761000	25	0
8	-6	0.250000	8.771000	89	1
5	-2	0.430000	6.879000	81	0
6	-5	0.480000	8.536000	43	1
6	-4	0.220000	7.496000	47	0
4	-6	0.420000	5.179000	71	0
8	-5	0.490000	7.388000	57	1
3	-6	0.400000	6.192000	72	0
3	-7	0.270000	5.869000	45	0
5	-5	0.250000	5.647000	59	0
3	-5	0.340000	6.469000	22	0
6	-5	0.300000	8.253000	13	0
4	-1	0.260000	8.723000	29	0
3	-8	0.480000	4.620000	88	1
7	-3	0.400000	4.201000	44	0
7	-6	0.280000	6.729000	56	0
3	-2	0.380000	8.222000	54	0
4	-2	0.280000	8.444000	52	0
5	-5	0.220000	5.680000	33	0
5	-7	0.450000	4.614000	77	0
8	-8	0.480000	7.871000	32	1
7	-8	0.410000	7.587000	53	0
5	-2	0.420000	4.896000	82	0
4	-8	0.370000	8.038000	29	0
7	-8	0.330000	6.021000	46	0
7	-1	0.360000	5.570000	55	0
6	-3	0.210000	6.816000	61	0
3	-6	0.400000	7.013000	46	0
4	-8	0.410000	8.152000	89	0
4	-5	0.350000	7.714000	19	0
8	-2	0.440000	7.129000	25	0
3	-7	0.480000	6.050000	55	1
8	-5	0.420000	8.113000	66	1
5	-8	0.460000	8.971000	23	0
8	-2	0.270000	8.386000	17	0
3	-2	0.340000	8.266000	14	0
7	-6	0.220000	8.839000	73	0
6	-8	0.310000	6.735000	15	0
8	-4	0.300000	5.644000	38	0
4	-6	0.360000	5.293000	63	1
3	-4	0.320000	5.968000	51	0
7	-4	0.410000	8.891000	33	0
3	-4	0.430000	7.104000	28	0
4	-3	0.300000	5.785000	25	0
6	-4	0.270000	8.785000	42	0
3	-6	0.460000	8.973000	26	0
5	-4	0.330000	6.117000	39	0
3	-2	0.280000	4.254000	26	0
5	-3	0.440000	8.961000	12	0
3	-8	0.250000	5.883000	46	0
8	-7	0.300000	4.647000	26	0
4	-2	0.290000	4.441000	14	0
8	-6	0.380000	5.030000	87	1
4	-5	0.340000	5.687000	34	0
6	-6	0.260000	4.141000	67	0
4	-3	0.360000	5.440000	54	0
8	-4	0.390000	6.164000	10	0
3	-3	0.470000	6.563000	71	0
8	-1	0.260000	5.070000	19	0
7	-7	0.220000	4.940000	42	0
6	-6	0.480000	7.092000	81	1
6	-2	0.290000	6.708000	46	0
5	-8	0.230000	8.176000	23	0
5	-4	0.250000	6.215000	87	0
8	-2	0.200000	6.845000	74	0
7	-7	0.310000	8.161000	22	0
8	-5	0.360000	4.627000	13	0
5	-6	0.450000	7.724000	45	0
5	-6	0.280000	5.176000	23	0
8	-6	0.470000	5.166000	76	1
8	-6	0.410000	4.913000	18	0
4	-8	0.240000	4.662000	65	0
5	-4	0.370000	4.790000	41	0
3	-4	0.410000	8.914000	42	0
7	-8	0.300000	4.521000	22	0
5	-2	0.350000	5.978000	53	0
7	-4	0.310000	6.624000	40	0
4	-5	0.280000	7.804000	11	0
5	-3	0.400000	4.568000	62	0
4	-3	0.440000	6.175000	23	0
3	-7	0.200000	6.444000	55	0
6	-4	0.480000	7.617000	13	0
5	-5	0.320000	6.201000	35	0
3	-4	0.300000	7.575000	17	0
7	-4	0.230000	4.825000	78	0
3	-5	0.340000	6.141000	66	0
6	-5	0.330000	5.046000	49	1
7	-1	0.390000	7.009000	64	0
8	-8	0.320000	6.734000	85	0
3	-7	0.410000	5.032000	48	0
8	-4	0.300000	8.118000	67	0
6	-3	0.420000	4.657000	26	0
8	-5	0.200000	5.645000	54	0
4	-8	0.290000	6.410000	17	0
4	-8	0.330000	7.275000	15	0
6	-2	0.280000	6.460000	43	0
6	-2	0.450000	5.728000	21	0
4	-2	0.250000	4.743000	32	0
4	-5	0.280000	7.378000	75	0
7	-3	0.380000	6.570000	84	0
8	-6	0.320000	6.335000	26	0
8	-4	0.210000	6.303000	51	0
3	-6	0.210000	8.623000	80	0
7	-7	0.370000	7.003000	52	0
5	-2	0.260000	4.505000	78	0
4	-4	0.220000	7.650000	25	0
8	-5	0.350000	7.788000	42	0
3	-6	0.250000	8.203000	50	0
8	-2	0.330000	6.469000	53	0
3	-8	0.420000	4.772000	57	0
5	-6	0.460000	8.715000	87	1
8	-5	0.310000	7.082000	72	0
3	-4	0.290000	5.974000	55	0
6	-7	0.380000	6.754000	18	0
7	-3	0.450000	8.346000	11	0
4	-8	0.450000	6.954000	14	0
7	-5	0.440000	8.194000	26	0
3	-4	0.440000	7.983000	15	0
6	-2	0.330000	5.876000	63	0
6	-4	0.360000	6.032000	66	0
7	-4	0.420000	5.488000	80	0
6	-8	0.450000	8.338000	14	0
6	-4	0.420000	4.714000	37	0
3	-7	0.350000	4.027000	35	0
8	-4	0.250000	4.647000	55	0
8	-6	0.410000	4.115000	69	0
3	-7	0.220000	8.549000	23	0
4	-6	0.480000	5.721000	22	0
7	-2	0.460000	6.721000	63	0
6	-5	0.400000	6.474000	84	1
8	-3	0.330000	8.500000	54	0
7	-6	0.420000	4.273000	57	0
6	-4	0.420000	6.618000	46	0
8	-6	0.440000	4.627000	70	1
8	-7	0.490000	5.278000	17	0
8	-7	0.210000	8.707000	76	0
7	-2	0.210000	6.012000	25	0
4	-1	0.320000	5.042000	24	0
3	-8	0.410000	5.823000	28	0
3	-8	0.290000	8.513000	65	0
5	-7	0.490000	6.205000	89	1
4	-3	0.390000	4.309000	28	0
4	-5	0.390000	4.120000	17	0
8	-1	0.390000	8.737000	75	0
6	-4	0.310000	4.871000	39	0
7	-3	0.220000	5.594000	21	0
8	-7	0.350000	7.840000	55	0
7	-4	0.440000	5.925000	47	0
8	-3	0.420000	6.906000	47	1
5	-5	0.380000	7.585000	35	0
4	-8	0.330000	8.240000	22	0
6	-3	0.460000	5.647000	27	0
5	-8	0.300000	8.329000	17	0
8	-3	0.260000	8.590000	22	0
6	-5	0.300000	7.471000	69	0
3	-3	0.410000	6.274000	17	0
6	-6	0.390000	5.180000	40	0
4	-5	0.270000	8.887000	78	0
7	-6	0.400000	4.008000	14	0
7	-6	0.310000	5.336000	68	0
8	-5	0.450000	4.877000	12	0
7	-2	0.360000	8.298000	84	0
6	-1	0.300000	8.039000	25	0
6	-4	0.490000	5.728000	49	1
3	-7	0.300000	5.363000	14	0
7	-4	0.210000	6.669000	29	0
7	-7	0.220000	7.979000	83	1
5	-3	0.260000	4.641000	85	0
6	-4	0.290000	4.981000	18	0
8	-3	0.330000	8.719000	77	0
8	-2	0.420000	6.621000	19	0
5	-5	0.440000	4.658000	83	1
3	-8	0.240000	4.243000	48	0
7	-6	0.420000	5.051000	51	0
7	-6	0.230000	6.968000	85	0
8	-5	0.430000	8.871000	25	0
5	-8	0.340000	7.515000	29	0
5	-6	0.300000	8.149000	15	0
6	-8	0.350000	7.142000	47	0
5	-3	0.330000	8.129000	47	0
3	-4	0.460000	7.854000	41	0
8	-3	0.220000	5.430000	22	0
3	-2	0.300000	6.198000	25	0
4	-6	0.480000	7.982000	43	0
3	-5	0.460000	4.390000	66	1
8	-5	0.400000	6.633000	87	1
3	-4	0.200000	5.438000	88	0
8	-1	0.360000	5.890000	37	0
6	-6	0.410000	4.874000	68	0
8	-3	0.220000	6.000000	58	0
6	-4	0.310000	6.220000	69	0
4	-6	0.440000	5.742000	12	0
8	-5	0.480000	5.825000	45	1
6	-2	0.400000	7.123000	60	0
6	-4	0.290000	5.037000	68	0
5	-2	0.300000	8.290000	49	0
7	-7	0.300000	5.174000	56	0
4	-7	0.280000	6.565000	79	0
7	-7	0.410000	4.213000	55	0
6	-7	0.350000	8.567000	14	0
5	-4	0.260000	4.863000	28	0
6	-3	0.350000	8.186000	32	0
8	-5	0.200000	4.009000	56	0
7	-3	0.380000	8.100000	63	0
7	-2	0.460000	5.216000	80	0
6	-6	0.400000	7.474000	22	0
3	-6	0.250000	6.020000	57	0
3	-3	0.440000	6.000000	30	0
8	-4	0.320000	8.191000	43	0
5	-2	0.410000	6.302000	76	0
7	-7	0.360000	6.933000	62	0
4	-5	0.410000	8.003000	71	0
3	-4	0.280000	4.976000	73	0
7	-8	0.390000	4.004000	72	1
5	-3	0.350000	6.758000	77	0
3	-5	0.300000	4.921000	25	0
5	-7	0.260000	5.193000	30	0
4	-6	0.350000	5.975000	73	0
4	-6	0.350000	5.193000	69	0
3	-1	0.330000	8.297000	48	0
3	-1	0.300000	5.487000	20	0
6	-3	0.230000	5.001000	70	0
5	-7	0.370000	4.788000	25	0
4	-5	0.320000	5.019000	69	0
3	-6	0.450000	5.173000	86	0
5	-2	0.340000	8.254000	25	0
8	-3	0.440000	6.381000	58	0
3	-5	0.370000	5.524000	46	0
6	-7	0.220000	6.776000	52	0
5	-2	0.420000	4.466000	36	0
5	-8	0.330000	5.596000	80	0
6	-8	0.370000	4.731000	41	0
7	-5	0.240000	6.508000	32	0
6	-8	0.270000	7.024000	56	0
4	-7	0.470000	7.252000	41	0
8	-2	0.450000	8.634000	64	0
3	-1	0.360000	8.977000	63	0
4	-3	0.320000	8.835000	86	0
5	-5	0.450000	8.382000	69	0
4	-4	0.480000	8.538000	32	0
7	-7	0.410000	5.753000	13	0
6	-3	0.290000	4.472000	11	0
3	-6	0.480000	7.151000	35	0
5	-2	0.270000	6.773000	25	0
5	-3	0.490000	7.510000	74	0
8	-4	0.470000	8.696000	85	1
7	-3	0.380000	4.797000	49	0
6	-5	0.390000	4.220000	16	0
3	-3	0.450000	8.887000	42	0
8	-5	0.420000	4.192000	87	1
4	-7	0.200000	5.157000	35	0
4	-4	0.400000	7.676000	48	0
5	-1	0.320000	6.522000	23	0
7	-2	0.330000	4.311000	36	0
8	-2	0.290000	7.285000	12	0
7	-8	0.290000	4.567000	81	0
8	-4	0.230000	4.336000	62	0
6	-3	0.440000	5.242000	81	0
7	-8	0.320000	4.547000	33	0
4	-8	0.280000	4.599000	27	0
5	-2	0.410000	4.726000	83	0
8	-8	0.490000	8.030000	46	0
3	-4	0.250000	8.086000	27	0
4	-6	0.280000	8.636000	52	0
7	-2	0.480000	6.344000	76	0
7	-6	0.350000	6.927000	41	0
